Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.684053354569,17.3077413920723,15.2433486187723,14.0906467087323,12.8655908232696,11.7850771329625,11.9166335984541,12.3584940447657,12.3375630637517,11.4587356765804,9.8218173900421,9.23336710570753,9.54994179630217,8.41980745356164,10.9705897449058,14.1017023207354,13.7844932886133,11.8027265341943,7.31653545134397,4.80847090890587,4.16094070498717,4.03500637533326,3.71934647920163,5.03904076476115,7.69596450454257,6.62089558865973,4.99111992668691,4.08350755014195,4.22777366282854,8.44497760559295,7.90149155944053,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9068307507967,20.4685954426536,18.8332096323203,18.0075205567721,17.8532728105159,17.2760843241341,17.9096138240405,19.2497828686384,18.9508847314981,19.4099444671437,20.1123576645922,21.481957471562,22.4454973521782,19.4661871057193,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malawi,MWI,9.96563573883162,10.1042502004812,9.70948012232416,8.87747615553925,12.3652048885694,12.751677852349,14.1397849462366,14.7389969293756,15.712187958884,15.7110609480813,16.2742668318876,14.6903820816864,16.2519201228879,15.7417582417582,16.0130010834236,18.9918821974703,17.5,17.5274725274725,17.8968402647683,23.3114632735685,20.2222664411501,19.5945221550402,19.0974149004496,19.3642463023136,17.9748517028729,19.4880662244845,19.346493258886,21.8718380467644,20.8125848800362,23.7282718136883,24.7059608616763,24.399878190768,28.3715944661114,22.0787786429553,19.3244090516062,17.3641697736281,17.5139684570765,16.8181300031504,16.5392587561991,16.5755956546098,16.1587222668532,15.181903312155,16.8043674468334,17.9744891006602,15.6493918138899,14.8664192613926,16.3009176389003,18.0720087411486,16.0685039780774,15.3305278608045,15.2147983893606,15.4137365919801,15.0338972017489,14.7839454316711,14.6490246430739,14.8071633563582,14.6462015662851,17.74795964738,18.3711307722286,18.5355261219392,18.4906809272364,18.3794311615363,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malaysia,MYS,24.7115632458234,27.0996976983854,30.7818051248572,26.988909422176,29.419827775742,29.629861878453,29.6451854930895,29.3136150379021,27.9060539480137,29.2023408807274,30.3185831431228,30.4551570822076,31.677400140647,31.2522250707686,35.8556011024587,36.1311763388859,37.2824853124444,38.3866410018553,38.5036839465766,39.8306619420989,41.7919586178435,41.0567248711228,38.5666873272736,38.9518935608427,39.2333982401006,39.2342579062863,39.2336373159762,38.5274711722267,38.3566092887301,39.8040538614313,42.1981676337955,42.1065095763891,41.1462550271433,40.0844396436577,40.0412358475604,41.4018779806988,43.5282108681601,44.5735375006654,43.8757533284141,46.4590177015866,48.3205714911013,46.2026949988513,45.1153796974529,46.5786626994835,48.5303176049683,46.3683224854575,46.5156572562267,44.5959960321039,45.1050654004356,40.9678238412473,40.4989323548818,39.8242687277964,40.1350010090069,39.8853736547897,39.9244244845871,38.4496758970925,37.6832642766492,38.1147116905072,38.2914295187048,37.4765491446635,35.9571227080395,37.7586755810252,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3754592610708,11.0588125194448,11.7319293605781,9.51763428908971,8.74551343333508,11.4493071778151,9.62024684635871,9.43175580619357,10.0744819854785,9.79079162730297,8.05840306592254,8.4139107553832,10.6804162069438,11.145589814187,11.2482977872524,12.8074244539932,11.6525344016781,11.8928216967194,8.94426148335348,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mali,MLI,..,..,..,..,..,..,..,8.81633849547724,10.3448880788603,10.0471685344441,10.2276505929754,10.8723099698488,11.3100839694404,11.7118095402607,12.3941421892339,10.1304263271186,9.82782943726603,9.86387459795575,9.81251123233117,8.83001745230318,14.6088326066926,14.3514559590324,14.2354932666565,16.2044412449683,18.0071657130277,15.540614138447,15.0945643489091,16.4772248786455,15.1328533722306,15.9533087571181,16.3347253416174,16.6567768121374,16.240036849513,15.5761278665051,16.6582567314145,17.4024339344997,17.0628574234017,18.7868864931386,19.4296130474757,18.226346471891,21.5209477946314,22.6703385481688,22.6011138032382,22.7592079275042,22.6104074322212,22.631862552386,25.8489227756132,23.7580242220657,21.7080125193413,24.367103110392,22.7340493055412,20.6490800268912,19.8671989622754,17.1845530046357,18.3849719003501,17.5979679104352,17.8802478129288,18.847089929003,20.2289474771959,20.9233089279515,21.1573788531585,20.6055482250862,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,45.8856481142845,41.9503939998669,47.259504439745,49.1412285408177,55.0748323412643,61.1402665194805,63.7095077426858,63.2112048477639,63.259138263384,63.638019620465,61.2187368531554,58.568728343784,58.8270102690203,57.3061569989819,57.7129993339552,56.9328546271259,55.9043946679212,53.7167549238182,52.277852708106,52.2890481138279,50.7784414751887,49.9458078912441,46.7399244295187,45.4904995114451,46.8735922566449,26.3366823579007,25.8951703979273,25.5706943946456,26.3163772404936,24.8795648795649,26.9399873084942,23.8944255831782,24.7885422599085,24.753809474448,22.3097914630173,20.9642669979232,19.9444752915047,18.2633024195638,19.274895262649,17.5410569365455,17.5650693975762,16.3374057707304,14.9242990019689,14.5878176806012,12.9892242118134,12.2940570388228,12.3421654286555,11.7789427844031,12.0347356233115,12.4972415805921,13.4458730753639,12.8169848719119,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.86246404879247,13.037298026174,13.6703453186187,12.6810724116257,10.5865303198072,14.7821209034282,11.8663455062272,10.2971686829464,8.14222507614427,11.4127830568033,13.3156735837726,12.7773617841036,13.680274642506,14.6937502534018,13.5950307489023,13.4111882964019,13.9557228201091,14.6424773819495,11.3468340789727,15.3852209091453,13.0795688975897,12.2422209790439,14.4733797717546,13.4033916591925,10.2819733627394,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritania,MRT,..,29.8485743932752,25.3133119281943,21.4120928239512,30.2410706308631,37.22319451119,40.255628590176,38.943327004163,40.1537000058435,40.6290716372474,40.3363004280836,41.4332448088812,36.8425890749559,30.5026358374314,32.5580765567207,34.2362473929204,33.8431473647938,30.2661144125059,26.9954855547098,29.8746301240291,27.2100465626263,26.9018260229825,23.6324747295265,21.1370930922801,25.380935134017,32.58359405813,31.1048899923799,26.7740621482797,27.1812879110141,29.9317393411093,28.8129444712476,24.908699291351,24.1266757241121,25.1126653808905,25.3024009151772,25.6196011901762,25.80452703493,26.8540873138344,33.5387615872984,32.4093951666799,29.9518502588297,29.0361452374828,28.4202988789773,26.7345509917915,27.5321174229442,33.1903258148872,43.8696653715372,37.0052476945385,36.4890884436152,32.7544134822838,38.1929057828319,44.107903772358,37.4741781393169,38.6097701314865,28.4377715177334,22.7469101580956,25.2198711153885,23.7454140595792,23.6350387192204,27.8402102565149,32.4141193720701,32.8972754757299,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.1301020408163,22.2895994119809,22.9466283157558,22.2120418848168,21.9845923881798,21.2459594475463,20.997867803838,20.3400454438612,22.2005571030641,24.4072692261403,26.3654822335025,27.1736437948972,27.2147264930447,27.2134399230631,27.7839756592292,28.172589966525,28.5723566318828,28.3660000971282,28.1461633908265,28.3915801186096,28.3316623825104,27.2267678078081,27.1091556347179,26.2970641806277,25.9854905195696,26.7426869373581,25.9690034680516,25.2507199484557,24.4105005407791,23.3643713688637,22.336339570153,22.5452664657871,23.3375783630134,23.349648336281,22.4719684891072,21.5997725671184,20.9397565622112,20.3269115102633,19.7179475010678,19.1931790105859,18.584513649971,17.7627251983141,17.5995456427096,16.9108859849875,16.6517311790564,18.2884307321031,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mexico,MEX,..,..,..,..,..,25.6495604395604,26.2379605263158,26.9716265060241,27.4052861035422,27.9119704433498,30.6047072072072,29.6430816326531,29.788,29.6561794500724,30.8483777777778,30.5321909090909,30.3736469730124,30.9642833964305,30.8097817715019,31.1760169491525,27.9310760313416,27.2274892371912,26.382272630509,29.0107867380956,28.6308924337623,28.2388188227285,28.6984463095559,30.2131475480144,29.7446543470604,27.1252598215026,26.146929748992,25.7497952510099,25.7259806632477,32.4825648919561,32.143107648929,32.6920822660359,33.9472188082038,34.1982946533783,33.8837626016573,34.1243330548828,34.2097056913308,33.2173413534012,32.7103576481985,31.1910772712026,32.851060047984,32.7834060602748,34.1952791030793,33.8351374948798,34.7561916984963,31.8940938511825,32.3619104538285,33.556801094017,33.7764665245485,31.8563175636679,31.4901871470131,29.9853032661018,29.6399553095595,30.946234976635,31.1488466948457,30.7788972029097,29.7967416253308,30.8344029886314,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.8576235708583,7.57632540736094,7.05069974151403,8.1521667121268,7.85325735155503,8.1825149889528,8.25369370326458,6.78690006317078,6.63700750795839,6.11885812284587,5.25131861313183,4.05455666302098,3.15019595992324,3.7592567750644,6.88639333020794,7.23546957154562,8.16256646287716,8.33815382612674,7.30622569467212,6.03007725093901,6.11327565271435,6.0469468364427,5.4294252983908,4.86644143802327,4.81791262135922,4.8853431372549,5.02288326404374,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.4455720660554,27.2874008568319,25.435554097662,20.3234930328094,20.5076405135261,19.1476693676567,21.9691372835076,20.3847621314161,20.6728809877258,20.7175324675325,19.1675900350579,18.7779036510703,19.4423919146547,19.1217348463177,17.1628740871454,20.4338917499266,20.9107204298062,21.3145109202629,21.6032575272209,22.3475057196328,22.6897536204435,22.2414432476079,21.8746302182954,22.6515871868888,22.5337481202902,22.8222331831349,20.6072602405885,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9233600079036,12.8252023227104,12.9289901114144,13.9809562398703,12.630372277451,17.6004677865192,18.2516202951588,12.7999297382751,13.1289088790033,13.0353704574054,14.8764532420432,12.5178866263071,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9761579492412,25.6947201288491,26.3118915413924,26.9718119670777,27.1775628643235,28.2757317267904,28.3930954027103,28.8172697385136,38.7945078681375,41.214220170227,34.3366921962739,34.6914746638629,30.0421311198347,31.4217694536983,32.8445985623923,23.6539827816913,28.5247780897138,22.6048360041451,22.3042457388502,22.1961421557269,21.9418832214059,22.4846271364412,25.2199551531292,28.3334403733025,32.496500599666,38.6926063353314,37.7347758580465,30.8510356631246,30.0565585316106,33.1942474892146,31.3337485626924,30.7715931142383,30.5068923849039,31.4976232738519,31.5158775834209,33.1780715296454,37.418411611216,37.9756703317915,38.0926977642017,37.0496708510144,37.0755721187771,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2590046532839,22.3143207912841,21.5953506185527,19.3294873017387,18.9729443885822,17.341544930727,17.6826544999168,17.0029838668892,17.694787409146,17.3487567662897,17.1484021260188,15.0942130574761,14.8905052590353,15.457247193367,14.3036482604292,14.3534622406494,15.6549775277603,14.8613741835193,15.9341257910459,16.1294424300223,17.2946808842072,14.8354952739754,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Morocco,MAR,..,..,..,..,..,27.5469168900804,29.0533113492718,28.5352880124546,28.1002718212021,27.6421884301099,26.9666849807702,27.2714876596518,27.5476547440565,27.9684818224372,35.020870602266,35.17343659883,32.016715459439,32.5515966319005,31.343148275737,32.667665973599,28.7595462163051,31.6829183410935,30.3127021026047,30.8714154937262,30.8340797104011,30.2080012935139,27.3992711013127,27.6076030776449,27.7324072450463,27.346951339448,27.5981379041356,26.0161584122031,26.3722397566432,26.4745223327555,25.1640015647731,26.3311782242225,25.6209964186976,27.3223950880414,25.7378861805306,26.1018747709049,26.9599147565156,25.4034697723975,25.2302295074481,25.9972233760633,26.614891486313,26.1539373971862,25.1539438817653,24.6660386391364,26.7642919609071,24.2382258514889,25.6573849385183,26.6121352019384,26.4073614103866,26.1685021989636,25.8132675090419,25.6226817262287,25.685104578574,25.405454806575,25.2413538068182,25.2499524130611,26.0448673616107,26.0809840564294,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4134447377565,17.8565825524226,13.5096184902315,15.4218153276579,13.8913459538246,15.046707504173,16.381280634542,19.526524786886,17.9159635421717,17.9023582891053,19.5558927155922,16.5016436193578,18.419528287172,19.4020952295529,18.1924018772596,19.3591156567243,18.8559648929173,16.8660035614848,16.5347203841364,16.4329297124706,16.5265916451718,16.6571755433526,16.3487513265236,17.3251202973039,18.0999504040722,20.4214409743879,24.0153439644146,25.3446797944302,23.6517093865409,21.6226912800842,21.9041928327425,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2088592438146,12.0683437829395,13.7306530225832,15.3978054668272,17.0253014810813,18.5099044448332,19.917732945493,21.6640487590721,23.6678015470736,25.5773333218951,29.0628358765079,31.8597737381637,32.3672864700667,33.4885309290788,34.4787037949582,33.9124724081884,35.4691597693812,36.7427697221692,37.9607708606087,38.5791835987836,35.0461842160451,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.6048586475975,40.2751408467589,36.8371479251045,34.8619699818917,32.7262132603188,37.3853708066969,35.7199121058898,30.5314227303314,33.3648144771011,33.8881326643274,29.160148178848,26.0876339699149,25.4382888517656,22.6959543653344,24.2077606280058,21.7554745432999,21.1979399357399,21.7987010136062,22.6777558253996,21.3526121541791,23.4721656586449,26.4736692021938,27.0947589417095,24.046084192885,25.0806097462037,24.7834954243766,30.1227634369521,31.8127689142862,34.1905617107713,28.7519450755932,27.429068418358,29.3288911804647,29.9807546724013,26.5483434638123,26.6301029530227,27.5636536044543,27.5134032477525,26.0770185312393,26.8699050832287,27.0505815531107,25.7997490958864,25.293095923859,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nepal,NPL,..,..,..,..,..,10.8532668842068,9.03169752404986,9.82073250474306,10.0794643780994,10.3569193532488,11.4621350364964,9.14074696170298,9.09441569700393,9.58972777250566,8.70549768525522,7.86313508977292,8.44544043029459,10.5381938657407,11.1443341315899,11.2041408453561,11.1686870441817,11.5281796720854,12.0465986716561,11.9934831161137,11.8329533041294,14.2725282273644,14.9989232646615,14.9614806463735,15.1821704418381,15.6549306030089,15.3467548541812,16.4473631069216,19.3983016663785,19.5204972620986,20.3917258822112,21.2738679137675,21.4930517891794,21.4004342044754,21.0759693529891,20.4411231566268,20.7355700311999,16.6609082977555,16.9468247421334,16.9713000603375,16.6573202744672,16.4670892346949,16.0679668054868,15.873140183038,16.049986636556,15.0668034711092,14.2007622567226,13.3934680685488,13.9771618087214,13.7983375652917,13.5645652317754,13.1616546303208,12.6554177697668,12.8625858898087,13.2006396344429,13.0106754138309,12.0473199260095,11.722515611004,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,33.8892773035903,33.5944547716354,32.9807242002196,32.6978198706414,31.9152806875791,33.9550499002896,31.0304395307516,31.0119463388446,30.044002487169,29.0888910467337,29.1810321372159,29.6978532247452,30.1713926369132,29.2717706647417,28.7922988789513,29.9649060755374,30.1563694106168,27.8621964278299,26.4857707999095,26.6023680338734,26.4917850391781,26.2982671507698,25.9421038185759,24.9848331249468,24.5524272822565,24.122270636815,24.0684940236142,23.6767500906783,22.7310416587634,22.3571184011971,21.6576590322296,21.740371277436,21.8933720150826,21.1475105609843,20.7786509623447,20.7101642590206,21.0231573673539,21.2063721246916,21.1550947235816,21.5099552223585,20.30849398728,19.6942365849118,20.0661480812905,20.0181939028985,19.3341640636947,18.4123533265829,18.1860210316402,17.637508699955,17.7031373197172,17.8057254191608,17.5622805345272,17.8568289957691,18.0591950076837,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3097872531234,24.0931550904061,20.640522976146,20.2928431382039,19.4899393804748,20.2094774269534,19.118463225618,19.611178565318,19.5680948618877,21.6318157351553,24.11925081065,20.6382344606801,21.509703990026,23.3646681452343,24.8888174139574,24.4990237729309,27.9138444462876,31.8496205183584,23.9310585837203,22.5914611629952,26.1623678837555,25.3064766036566,22.779124022177,22.582512520502,23.9317062447332,22.1000359642571,20.1611154111133,21.2474575431637,..,22.4155069582505,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,35.4777534646244,34.3368902439024,33.8767525268993,36.1226508407517,34.3607305936073,35.3193927241478,35.6709071150035,35.160744500846,34.6347120216467,34.5885576683551,36.0304146208401,36.9401410573271,36.0080023790857,35.8214670336245,33.6898174055421,31.408210101289,28.7775188569326,27.7699359824344,27.7044143804237,26.5359202385487,25.9862835178433,25.9590221484649,25.9651197162282,26.537527593819,25.7232220790557,25.0620666462251,24.8122883175118,23.8097466908805,24.0574411149087,23.5899832274969,23.109733358195,23.8583824649914,23.2578095804902,23.5521710155992,23.9417689045459,22.9953954559196,22.9690421217852,23.2426639071624,21.40478726963,21.1756548081557,20.9947189297031,20.9233570433447,20.2875516016375,21.377590967157,21.1608052009086,20.0957713872843,20.4605163615356,20.319462535134,20.396521867968,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7626384193526,20.0905170830684,20.0096187363388,19.4364888589049,19.2326445448166,20.2606473106374,20.1553281368856,21.4993404064897,21.462279778213,20.5947609449169,21.396991205962,20.9665631875219,20.8748117168895,20.7274240775763,21.9638886526288,21.0769531550853,21.9686399041983,23.1574673102718,24.5473680814858,25.3872500276213,25.0983291342821,25.7351735800545,25.794651568265,24.8168504799905,24.9961069422952,24.7148999813049,25.815302258116,27.1899069091735,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Niger,NER,3.88588809226447,3.44635845910062,3.51969160719479,3.61364420832955,3.59934388238874,3.47182309676041,3.72060866940364,4.43374906166745,4.8549859648773,5.2445288371235,6.94147751481855,7.39742369365418,8.10161301530217,9.37778235795387,7.73498371325398,11.0134020946379,12.8795788907634,13.9876450714387,14.9571652643993,18.7405306838261,22.9433968021645,19.1557879681367,17.2549025148907,20.244505273523,21.5974935956618,20.9208901806928,21.8380322636208,18.7006410922728,17.3586566506025,17.5463827705403,27.5653581012474,25.7981300852477,24.1595136046984,22.1532232303682,23.5158300550455,21.2144468062521,21.1832268463029,20.7958859775178,18.6015467563389,17.5650732293517,18.0983791582371,17.2090719474884,16.5393297044005,17.3087523149077,17.7534672936549,16.3274879150549,16.6265686310414,19.6749864140836,21.2545623661563,22.3397565462644,23.0003411876002,22.7795105220039,26.5372397334702,26.0465019475956,23.6059602383299,22.5383286848915,21.2451950725883,21.0721544745854,19.741737556682,20.5433085027926,20.2394848712722,20.8342820212065,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.245090195334,34.8092085036491,34.118441173343,30.3459204222366,33.466601002189,32.8307835240761,32.8869010232968,32.6148659706,35.3918071721663,35.4103267697692,36.9655659789111,37.7096082330884,33.1743424877663,31.3183895527606,36.5404898229186,37.4454787243492,35.2488501000654,28.7024397281229,29.3636932703443,33.823003290999,28.2762662656489,23.0408371859285,26.0024149030568,28.3900400642307,28.2015834478783,25.7516355958927,24.3447178375368,24.714248898273,21.2367614815946,25.3174522378149,28.2777998870502,27.0730175031609,25.7423212366467,24.6436085905522,20.1607828978707,18.1731317261725,22.3151171952196,25.7333065834233,27.3825370476083,28.2205055170115,31.407534040012,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.4351503759399,28.2944214876033,33.1861679832339,29.7102132309225,24.2724512987013,24.0771785812429,23.8170838878622,28.2036029806351,27.7543953600632,26.5943719040969,21.4063367196738,20.5865455856541,19.3780672207161,22.4884068866443,21.0384420875685,20.3620070871171,21.6625851152789,20.5809235456128,19.5331292631782,18.9727028474128,21.0422688522191,21.5924220032487,21.0808587045723,22.1404647622691,22.822578658191,23.9221832208017,23.9630460915105,24.2589458765972,24.0504298826712,23.7034834116039,22.7433488020449,22.3548655980999,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,26.8666011143887,26.124182434862,26.2141270701807,26.3253494242965,27.4313567718897,28.8392716861896,28.4653705148405,28.2719669816444,29.6033425178771,32.0998115710957,34.1684496935079,34.0527597647207,34.2259321090707,35.0224726847353,36.554416114167,35.6965302399351,29.084416399015,28.5723961409726,27.4683624360774,29.2014930112117,29.5300456085136,28.4067450799722,28.0212718594306,27.5958615852233,27.9004684349725,28.7930701519408,30.9687751262952,31.473005414688,27.60007496703,29.5652407502949,36.4948055540997,35.2055799824331,33.2344880866815,33.3947804320511,34.9961301611872,37.9666801843429,39.6638206538144,37.1778162713979,40.2948114564514,34.3017301761883,34.7682539584538,37.0265440080382,36.8413452795885,35.6394714289808,34.0317191657959,31.0103793816342,27.9415637987598,29.7912654739268,31.7927628802161,28.9738637805025,26.0338159845813,35.536623206552,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Oman,OMN,..,7.97546012269939,23.3830845771144,24.2990654205607,23.9819004524887,23.4513274336283,25.6198347107438,52.5773195876289,73.8246505717916,77.2,77.247191011236,75.779376498801,71.0227272727273,70.8382526564345,82.5153913808267,77.5338687564028,69.7387651249576,66.1913745045021,61.78550852768,64.2186894145017,69.3625671555104,67.1279836027606,63.2980737603252,60.6992978101134,59.0928484689356,59.289908830982,51.3493243968501,56.7689936994404,46.4257993487362,49.1147741147741,54.0964633087761,49.4037791230967,48.7875686626705,45.705304355067,45.1069997785517,46.4848975900209,49.3658818923106,48.6230396584284,44.3767628002433,50.1910432603026,59.1566545438838,56.4013794242778,55.4733955733417,55.555090976361,56.2645418635321,63.5355753311151,63.7012602139284,61.118839945182,66.935282431511,59.6034915980885,63.2733093237295,68.1872487230601,67.5381672007546,64.9286879272652,62.0565724353867,53.0985352378875,47.9402499394191,49.5943955174432,53.893531150523,51.3792509613283,47.1477968290677,50.6336806853678,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Pakistan,PAK,14.5737649826369,15.6528832916943,16.6285018270402,18.1072011608924,18.7404179778907,18.4487338409775,18.87722442709,17.8979350700501,18.1141633590976,19.9400227333188,20.2655441770853,21.1198834439172,19.9074497466757,20.1534996740354,20.991577943747,20.6362483473193,20.8892025405787,20.7675561610172,20.6426440731793,21.4821845419798,22.3051597282421,20.1343656990036,20.0580579283623,19.8942333288509,20.2435910262457,20.2297117272433,21.1557298671414,21.6301383980897,21.6952008398123,21.2080624102787,22.3442448854655,22.9309229864785,22.644989000194,22.5926839685189,22.3704577657958,21.3232921847751,21.9943844205166,21.5572792952471,22.0530195066132,22.103173212169,17.5484570955365,17.9777257323587,17.6732921468722,17.9790544645324,19.5939697520441,19.9231595435095,19.6704664952971,19.9811662304733,21.7373995231332,19.1914941748328,19.7194846894423,20.5017880943991,21.2988102661312,20.2169364090313,20.0251621004652,19.0909942639717,18.1501179723214,18.0993270885214,18.5890515927482,19.5638945814483,18.5894635445816,18.7961881882442,..
